
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=128
EVALUATE_EVERY=100
FILTER_SIZES=1,2,3,4,5
L2_REG_LAMBDA=0.0
LABELS_DATA_FILE=./nlp_features/gop_onehotlabels.npy
LOG_DEVICE_PLACEMENT=False
NUM_CHECKPOINTS=5
NUM_EPOCHS=200
NUM_FILTERS=128
SENTENCES_DATA_FILE=./nlp_features/gop_sentences_list_of_strings.npy
UNROLLED_LSTM=False

Loading data...
Vocabulary Size: 13924
Train/Dev split: 12484/1387
Writing to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630

2017-03-02T17:32:20.921138: step 1, loss 3.41974, acc 0.25
2017-03-02T18:20:40.175946: step 37215, loss 0.177918, acc 0.890625
2017-03-02T18:20:40.251335: step 37216, loss 0.147926, acc 0.9375
2017-03-02T18:20:40.326248: step 37217, loss 0.22001, acc 0.890625
2017-03-02T18:20:40.397980: step 37218, loss 0.0744022, acc 0.984375
2017-03-02T18:20:40.467151: step 37219, loss 0.125896, acc 0.9375
2017-03-02T18:20:40.549678: step 37220, loss 0.113499, acc 0.96875
2017-03-02T18:20:40.613502: step 37221, loss 0.150117, acc 0.90625
2017-03-02T18:20:40.681632: step 37222, loss 0.138036, acc 0.921875
2017-03-02T18:20:40.754635: step 37223, loss 0.1624, acc 0.9375
2017-03-02T18:20:40.827073: step 37224, loss 0.162998, acc 0.921875
2017-03-02T18:20:40.895645: step 37225, loss 0.180151, acc 0.890625
2017-03-02T18:20:40.968077: step 37226, loss 0.0486428, acc 0.96875
2017-03-02T18:20:41.044898: step 37227, loss 0.204158, acc 0.890625
2017-03-02T18:20:41.117417: step 37228, loss 0.189242, acc 0.9375
2017-03-02T18:20:41.188991: step 37229, loss 0.263134, acc 0.90625
2017-03-02T18:20:41.265165: step 37230, loss 0.132846, acc 0.921875
2017-03-02T18:20:41.337264: step 37231, loss 0.277448, acc 0.890625
2017-03-02T18:20:41.415338: step 37232, loss 0.188951, acc 0.921875
2017-03-02T18:20:41.490700: step 37233, loss 0.119411, acc 0.953125
2017-03-02T18:20:41.562809: step 37234, loss 0.145017, acc 0.90625
2017-03-02T18:20:41.635872: step 37235, loss 0.181015, acc 0.90625
2017-03-02T18:20:41.719559: step 37236, loss 0.137522, acc 0.9375
2017-03-02T18:20:41.794613: step 37237, loss 0.109941, acc 0.96875
2017-03-02T18:20:41.867208: step 37238, loss 0.170579, acc 0.90625
2017-03-02T18:20:41.941110: step 37239, loss 0.147191, acc 0.921875
2017-03-02T18:20:42.013139: step 37240, loss 0, acc 1
2017-03-02T18:20:42.088633: step 37241, loss 0.158413, acc 0.9375
2017-03-02T18:20:42.157762: step 37242, loss 0.129583, acc 0.96875
2017-03-02T18:20:42.243941: step 37243, loss 0.0928716, acc 0.96875
2017-03-02T18:20:42.315815: step 37244, loss 0.152353, acc 0.9375
2017-03-02T18:20:42.390307: step 37245, loss 0.140165, acc 0.9375
2017-03-02T18:20:42.463403: step 37246, loss 0.161702, acc 0.921875
2017-03-02T18:20:42.533157: step 37247, loss 0.15068, acc 0.921875
2017-03-02T18:20:42.599887: step 37248, loss 0.105459, acc 0.953125
2017-03-02T18:20:42.678645: step 37249, loss 0.0689304, acc 0.96875
2017-03-02T18:20:42.744802: step 37250, loss 0.185625, acc 0.953125
2017-03-02T18:20:42.815586: step 37251, loss 0.0558586, acc 0.984375
2017-03-02T18:20:42.894072: step 37252, loss 0.137936, acc 0.90625
2017-03-02T18:20:42.973344: step 37253, loss 0.103764, acc 0.96875
2017-03-02T18:20:43.050555: step 37254, loss 0.100308, acc 0.96875
2017-03-02T18:20:43.128326: step 37255, loss 0.119009, acc 0.9375
2017-03-02T18:20:43.203876: step 37256, loss 0.132968, acc 0.9375
2017-03-02T18:20:43.274798: step 37257, loss 0.118146, acc 0.953125
2017-03-02T18:20:43.351213: step 37258, loss 0.0962901, acc 0.96875
2017-03-02T18:20:43.415423: step 37259, loss 0.105896, acc 0.9375
2017-03-02T18:20:43.490465: step 37260, loss 0.067817, acc 0.984375
2017-03-02T18:20:43.557887: step 37261, loss 0.194888, acc 0.921875
2017-03-02T18:20:43.633422: step 37262, loss 0.183542, acc 0.921875
2017-03-02T18:20:43.704858: step 37263, loss 0.0725028, acc 0.953125
2017-03-02T18:20:43.787045: step 37264, loss 0.121777, acc 0.953125
2017-03-02T18:20:43.855154: step 37265, loss 0.110197, acc 0.9375
2017-03-02T18:20:43.927857: step 37266, loss 0.214288, acc 0.859375
2017-03-02T18:20:43.992678: step 37267, loss 0.20465, acc 0.90625
2017-03-02T18:20:44.066749: step 37268, loss 0.0864189, acc 0.96875
2017-03-02T18:20:44.134896: step 37269, loss 0.322653, acc 0.84375
2017-03-02T18:20:44.201638: step 37270, loss 0.137971, acc 0.890625
2017-03-02T18:20:44.277961: step 37271, loss 0.246744, acc 0.90625
2017-03-02T18:20:44.352619: step 37272, loss 0.137368, acc 0.921875
2017-03-02T18:20:44.429089: step 37273, loss 0.137683, acc 0.953125
2017-03-02T18:20:44.501244: step 37274, loss 0.18558, acc 0.921875
2017-03-02T18:20:44.573420: step 37275, loss 0.118652, acc 0.953125
2017-03-02T18:20:44.649160: step 37276, loss 0.168621, acc 0.921875
2017-03-02T18:20:44.721948: step 37277, loss 0.129821, acc 0.9375
2017-03-02T18:20:44.791084: step 37278, loss 0.155941, acc 0.921875
2017-03-02T18:20:44.859519: step 37279, loss 0.0723457, acc 0.984375
2017-03-02T18:20:44.928004: step 37280, loss 0.16931, acc 0.953125
2017-03-02T18:20:45.002755: step 37281, loss 0.262576, acc 0.890625
2017-03-02T18:20:45.073656: step 37282, loss 0.170258, acc 0.921875
2017-03-02T18:20:45.149499: step 37283, loss 0.243356, acc 0.90625
2017-03-02T18:20:45.227733: step 37284, loss 0.12201, acc 0.9375
2017-03-02T18:20:45.302190: step 37285, loss 0.103699, acc 0.9375
2017-03-02T18:20:45.373513: step 37286, loss 0.237522, acc 0.90625
2017-03-02T18:20:45.449134: step 37287, loss 0.153322, acc 0.9375
2017-03-02T18:20:45.518692: step 37288, loss 0.109898, acc 0.953125
2017-03-02T18:20:45.582045: step 37289, loss 0.160595, acc 0.90625
2017-03-02T18:20:45.652106: step 37290, loss 0.141464, acc 0.890625
2017-03-02T18:20:45.734747: step 37291, loss 0.233362, acc 0.921875
2017-03-02T18:20:45.809578: step 37292, loss 0.166925, acc 0.90625
2017-03-02T18:20:45.895859: step 37293, loss 0.242746, acc 0.921875
2017-03-02T18:20:45.965071: step 37294, loss 0.0512275, acc 0.96875
2017-03-02T18:20:46.028559: step 37295, loss 0.111431, acc 0.9375
2017-03-02T18:20:46.103391: step 37296, loss 0.112399, acc 0.953125
2017-03-02T18:20:46.176681: step 37297, loss 0.100704, acc 0.96875
2017-03-02T18:20:46.242090: step 37298, loss 0.118735, acc 0.953125
2017-03-02T18:20:46.307353: step 37299, loss 0.095293, acc 0.9375
2017-03-02T18:20:46.379377: step 37300, loss 0.0927956, acc 0.953125

Evaluation:
2017-03-02T18:20:46.415299: step 37300, loss 5.7204, acc 0.647441

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630/checkpoints/model-37300

2017-03-02T18:20:46.908688: step 37301, loss 0.0957826, acc 0.9375
2017-03-02T18:20:46.972021: step 37302, loss 0.180835, acc 0.90625
2017-03-02T18:20:47.044733: step 37303, loss 0.0791987, acc 0.96875
2017-03-02T18:20:47.119589: step 37304, loss 0.150195, acc 0.921875
2017-03-02T18:20:47.194013: step 37305, loss 0.0759946, acc 0.96875
2017-03-02T18:20:47.266562: step 37306, loss 0.0739687, acc 0.96875
2017-03-02T18:20:47.341847: step 37307, loss 0.116369, acc 0.96875
2017-03-02T18:20:47.414786: step 37308, loss 0.176416, acc 0.9375
2017-03-02T18:20:47.489904: step 37309, loss 0.244187, acc 0.890625
2017-03-02T18:20:47.572226: step 37310, loss 0.159717, acc 0.9375
2017-03-02T18:20:47.644940: step 37311, loss 0.123935, acc 0.953125
2017-03-02T18:20:47.717613: step 37312, loss 0.170179, acc 0.921875
2017-03-02T18:20:47.790586: step 37313, loss 0.190556, acc 0.9375
2017-03-02T18:20:47.864929: step 37314, loss 0.108751, acc 0.96875
2017-03-02T18:20:47.935879: step 37315, loss 0.173127, acc 0.90625
2017-03-02T18:20:48.022266: step 37316, loss 0.202732, acc 0.921875
2017-03-02T18:20:48.102886: step 37317, loss 0.0853407, acc 0.953125
2017-03-02T18:20:48.177733: step 37318, loss 0.144963, acc 0.953125
2017-03-02T18:20:48.244446: step 37319, loss 0.0931308, acc 0.9375
2017-03-02T18:20:48.314409: step 37320, loss 0.259457, acc 0.921875
2017-03-02T18:20:48.385340: step 37321, loss 0.198795, acc 0.890625
2017-03-02T18:20:48.457726: step 37322, loss 0.0249857, acc 1
2017-03-02T18:20:48.524895: step 37323, loss 0.0980171, acc 0.96875
2017-03-02T18:20:48.599418: step 37324, loss 0.145281, acc 0.921875
2017-03-02T18:20:48.673259: step 37325, loss 0.152287, acc 0.9375
2017-03-02T18:20:48.747200: step 37326, loss 0.121788, acc 0.953125
2017-03-02T18:20:48.818842: step 37327, loss 0.122101, acc 0.96875
2017-03-02T18:20:48.891821: step 37328, loss 0.109241, acc 0.953125
2017-03-02T18:20:48.960863: step 37329, loss 0.220941, acc 0.921875
2017-03-02T18:20:49.027183: step 37330, loss 0.156569, acc 0.90625
2017-03-02T18:20:49.091535: step 37331, loss 0.180497, acc 0.90625
2017-03-02T18:20:49.168126: step 37332, loss 0.153118, acc 0.921875
2017-03-02T18:20:49.236687: step 37333, loss 0.0928072, acc 0.9375
2017-03-02T18:20:49.309638: step 37334, loss 0.104192, acc 0.953125
2017-03-02T18:20:49.383421: step 37335, loss 0.135375, acc 0.953125
2017-03-02T18:20:49.463182: step 37336, loss 0.131957, acc 0.953125
2017-03-02T18:20:49.542172: step 37337, loss 0.123542, acc 0.9375
2017-03-02T18:20:49.615789: step 37338, loss 0.0647389, acc 0.953125
2017-03-02T18:20:49.684719: step 37339, loss 0.158993, acc 0.921875
2017-03-02T18:20:49.745286: step 37340, loss 0.10004, acc 0.9375
2017-03-02T18:20:49.812425: step 37341, loss 0.0784419, acc 0.953125
2017-03-02T18:20:49.884197: step 37342, loss 0.0686245, acc 0.984375
2017-03-02T18:20:49.962971: step 37343, loss 0.206059, acc 0.9375
2017-03-02T18:20:50.034535: step 37344, loss 0.126438, acc 0.9375
2017-03-02T18:20:50.104897: step 37345, loss 0.143096, acc 0.9375
2017-03-02T18:20:50.175915: step 37346, loss 0.193145, acc 0.921875
2017-03-02T18:20:50.246963: step 37347, loss 0.172604, acc 0.921875
2017-03-02T18:20:50.319748: step 37348, loss 0.200329, acc 0.921875
2017-03-02T18:20:50.387270: step 37349, loss 0.135661, acc 0.9375
2017-03-02T18:20:50.452421: step 37350, loss 0.185389, acc 0.921875
2017-03-02T18:20:50.523988: step 37351, loss 0.0922656, acc 0.953125
2017-03-02T18:20:50.608110: step 37352, loss 0.183037, acc 0.875
2017-03-02T18:20:50.682962: step 37353, loss 0.284309, acc 0.890625
2017-03-02T18:20:50.752735: step 37354, loss 0.116638, acc 0.9375
2017-03-02T18:20:50.822921: step 37355, loss 0.158221, acc 0.921875
2017-03-02T18:20:50.893206: step 37356, loss 0.088674, acc 0.96875
2017-03-02T18:20:50.965268: step 37357, loss 0.167502, acc 0.875
2017-03-02T18:20:51.042549: step 37358, loss 0.196603, acc 0.890625
2017-03-02T18:20:51.111811: step 37359, loss 0.115617, acc 0.953125
2017-03-02T18:20:51.181816: step 37360, loss 0.216703, acc 0.90625
2017-03-02T18:20:51.257638: step 37361, loss 0.181476, acc 0.921875
2017-03-02T18:20:51.334937: step 37362, loss 0.248618, acc 0.875
2017-03-02T18:20:51.411916: step 37363, loss 0.132313, acc 0.9375
2017-03-02T18:20:51.488456: step 37364, loss 0.162109, acc 0.90625
2017-03-02T18:20:51.558394: step 37365, loss 0.104058, acc 0.953125
2017-03-02T18:20:51.624501: step 37366, loss 0.109282, acc 0.953125
2017-03-02T18:20:51.703254: step 37367, loss 0.146447, acc 0.90625
2017-03-02T18:20:51.768934: step 37368, loss 0.0874983, acc 0.96875
2017-03-02T18:20:51.834119: step 37369, loss 0.134591, acc 0.9375
2017-03-02T18:20:51.897640: step 37370, loss 0.175972, acc 0.90625
2017-03-02T18:20:51.960779: step 37371, loss 0.0856241, acc 0.96875
2017-03-02T18:20:52.035404: step 37372, loss 0.173607, acc 0.90625
2017-03-02T18:20:52.111411: step 37373, loss 0.170856, acc 0.921875
2017-03-02T18:20:52.183499: step 37374, loss 0.200301, acc 0.90625
2017-03-02T18:20:52.263659: step 37375, loss 0.146703, acc 0.9375
2017-03-02T18:20:52.335442: step 37376, loss 0.156019, acc 0.953125
2017-03-02T18:20:52.407513: step 37377, loss 0.0880813, acc 0.953125
2017-03-02T18:20:52.476501: step 37378, loss 0.142031, acc 0.9375
2017-03-02T18:20:52.572599: step 37379, loss 0.0421587, acc 1
2017-03-02T18:20:52.647725: step 37380, loss 0.179204, acc 0.90625
2017-03-02T18:20:52.718306: step 37381, loss 0.120077, acc 0.9375
2017-03-02T18:20:52.793112: step 37382, loss 0.0592509, acc 0.984375
2017-03-02T18:20:52.864909: step 37383, loss 0.0746052, acc 0.953125
2017-03-02T18:20:52.933613: step 37384, loss 0.183412, acc 0.9375
2017-03-02T18:20:53.004209: step 37385, loss 0.277336, acc 0.875
2017-03-02T18:20:53.078211: step 37386, loss 0.248963, acc 0.859375
2017-03-02T18:20:53.153967: step 37387, loss 0.13931, acc 0.90625
2017-03-02T18:20:53.223996: step 37388, loss 0.144452, acc 0.921875
2017-03-02T18:20:53.296686: step 37389, loss 0.0770125, acc 0.96875
2017-03-02T18:20:53.363502: step 37390, loss 0.0760533, acc 0.96875
2017-03-02T18:20:53.436491: step 37391, loss 0.150516, acc 0.953125
2017-03-02T18:20:53.507866: step 37392, loss 0.161299, acc 0.90625
2017-03-02T18:20:53.586693: step 37393, loss 0.09709, acc 0.96875
2017-03-02T18:20:53.661048: step 37394, loss 0.0764589, acc 0.96875
2017-03-02T18:20:53.736793: step 37395, loss 0.104796, acc 0.9375
2017-03-02T18:20:53.814076: step 37396, loss 0.100932, acc 0.953125
2017-03-02T18:20:53.884783: step 37397, loss 0.242038, acc 0.84375
2017-03-02T18:20:53.958335: step 37398, loss 0.128819, acc 0.953125
2017-03-02T18:20:54.031076: step 37399, loss 0.299791, acc 0.859375
2017-03-02T18:20:54.129469: step 37400, loss 0.189171, acc 0.921875

Evaluation:
2017-03-02T18:20:54.165519: step 37400, loss 5.56218, acc 0.634463

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630/checkpoints/model-37400

2017-03-02T18:20:54.601417: step 37401, loss 0.0896575, acc 0.984375
2017-03-02T18:20:54.670445: step 37402, loss 0.0785274, acc 0.984375
2017-03-02T18:20:54.738588: step 37403, loss 0.128941, acc 0.9375
2017-03-02T18:20:54.803029: step 37404, loss 0.12057, acc 0.921875
2017-03-02T18:20:54.876357: step 37405, loss 0.167624, acc 0.9375
2017-03-02T18:20:54.950034: step 37406, loss 0.138418, acc 0.9375
2017-03-02T18:20:55.022092: step 37407, loss 0.084482, acc 0.953125
2017-03-02T18:20:55.090132: step 37408, loss 0.27039, acc 0.859375
2017-03-02T18:20:55.175251: step 37409, loss 0.0621218, acc 0.96875
2017-03-02T18:20:55.242999: step 37410, loss 0.167299, acc 0.921875
2017-03-02T18:20:55.312494: step 37411, loss 0.192219, acc 0.890625
2017-03-02T18:20:55.386143: step 37412, loss 0.205065, acc 0.90625
2017-03-02T18:20:55.461312: step 37413, loss 0.184404, acc 0.921875
2017-03-02T18:20:55.534616: step 37414, loss 0.095353, acc 0.9375
2017-03-02T18:20:55.621186: step 37415, loss 0.0791802, acc 0.96875
2017-03-02T18:20:55.694417: step 37416, loss 0.225542, acc 0.921875
2017-03-02T18:20:55.766046: step 37417, loss 0.150623, acc 0.921875
2017-03-02T18:20:55.839133: step 37418, loss 0.14896, acc 0.921875
2017-03-02T18:20:55.905372: step 37419, loss 0.0937982, acc 0.953125
2017-03-02T18:20:55.971538: step 37420, loss 0.141976, acc 0.953125
2017-03-02T18:20:56.042900: step 37421, loss 0.250941, acc 0.890625
2017-03-02T18:20:56.109640: step 37422, loss 0.0764097, acc 0.953125
2017-03-02T18:20:56.179005: step 37423, loss 0.0769707, acc 1
2017-03-02T18:20:56.249107: step 37424, loss 0.186296, acc 0.90625
2017-03-02T18:20:56.318527: step 37425, loss 0.136678, acc 0.9375
2017-03-02T18:20:56.389162: step 37426, loss 0.21582, acc 0.9375
2017-03-02T18:20:56.455968: step 37427, loss 0.102483, acc 0.90625
2017-03-02T18:20:56.536952: step 37428, loss 0.146089, acc 0.921875
2017-03-02T18:20:56.611213: step 37429, loss 0.140044, acc 0.9375
2017-03-02T18:20:56.680248: step 37430, loss 0.0461773, acc 0.984375
2017-03-02T18:20:56.749203: step 37431, loss 0.140432, acc 0.9375
2017-03-02T18:20:56.822868: step 37432, loss 0.177613, acc 0.9375
2017-03-02T18:20:56.896532: step 37433, loss 0.10488, acc 0.953125
2017-03-02T18:20:56.974335: step 37434, loss 0.147664, acc 0.9375
2017-03-02T18:20:57.041862: step 37435, loss 0.362944, acc 0.84375
2017-03-02T18:20:57.100340: step 37436, loss 2.98023e-08, acc 1
2017-03-02T18:20:57.175620: step 37437, loss 0.127746, acc 0.96875
2017-03-02T18:20:57.245417: step 37438, loss 0.157103, acc 0.90625
2017-03-02T18:20:57.308974: step 37439, loss 0.105696, acc 0.96875
2017-03-02T18:20:57.367795: step 37440, loss 0.175516, acc 0.921875
2017-03-02T18:20:57.439246: step 37441, loss 0.074985, acc 0.96875
2017-03-02T18:20:57.509410: step 37442, loss 0.157846, acc 0.921875
2017-03-02T18:20:57.579942: step 37443, loss 0.211269, acc 0.921875
2017-03-02T18:20:57.651039: step 37444, loss 0.10325, acc 0.953125
2017-03-02T18:20:57.725082: step 37445, loss 0.139118, acc 0.921875
2017-03-02T18:20:57.794096: step 37446, loss 0.248396, acc 0.890625
2017-03-02T18:20:57.870276: step 37447, loss 0.207517, acc 0.921875
2017-03-02T18:20:57.935639: step 37448, loss 0.193515, acc 0.90625
2017-03-02T18:20:57.998350: step 37449, loss 0.122793, acc 0.921875
2017-03-02T18:20:58.067015: step 37450, loss 0.0612704, acc 0.984375
2017-03-02T18:20:58.154154: step 37451, loss 0.182152, acc 0.890625
2017-03-02T18:20:58.227324: step 37452, loss 0.181225, acc 0.9375
2017-03-02T18:20:58.302143: step 37453, loss 0.196493, acc 0.9375
2017-03-02T18:20:58.375696: step 37454, loss 0.154278, acc 0.921875
2017-03-02T18:20:58.447669: step 37455, loss 0.114204, acc 0.96875
2017-03-02T18:20:58.519962: step 37456, loss 0.0856513, acc 0.953125
2017-03-02T18:20:58.595073: step 37457, loss 0.0809804, acc 0.96875
2017-03-02T18:20:58.664962: step 37458, loss 0.0511815, acc 0.984375
2017-03-02T18:20:58.735990: step 37459, loss 0.147315, acc 0.9375
2017-03-02T18:20:58.805172: step 37460, loss 0.101465, acc 0.953125
2017-03-02T18:20:58.882081: step 37461, loss 0.173452, acc 0.921875
2017-03-02T18:20:58.959647: step 37462, loss 0.214983, acc 0.890625
2017-03-02T18:20:59.035427: step 37463, loss 0.0931397, acc 0.9375
2017-03-02T18:20:59.108378: step 37464, loss 0.117026, acc 0.953125
2017-03-02T18:20:59.174766: step 37465, loss 0.0831252, acc 0.953125
2017-03-02T18:20:59.248622: step 37466, loss 0.12362, acc 0.9375
2017-03-02T18:20:59.315217: step 37467, loss 0.0929157, acc 0.96875
2017-03-02T18:20:59.380923: step 37468, loss 0.186088, acc 0.9375
2017-03-02T18:20:59.448541: step 37469, loss 0.0366514, acc 1
2017-03-02T18:20:59.529138: step 37470, loss 0.186306, acc 0.9375
2017-03-02T18:20:59.599914: step 37471, loss 0.295619, acc 0.90625
2017-03-02T18:20:59.669434: step 37472, loss 0.126976, acc 0.953125
2017-03-02T18:20:59.741082: step 37473, loss 0.102067, acc 0.9375
2017-03-02T18:20:59.814657: step 37474, loss 0.151004, acc 0.953125
2017-03-02T18:20:59.878417: step 37475, loss 0.114831, acc 0.953125
2017-03-02T18:20:59.954096: step 37476, loss 0.164649, acc 0.90625
2017-03-02T18:21:00.022552: step 37477, loss 0.174481, acc 0.90625
2017-03-02T18:21:00.091090: step 37478, loss 0.175047, acc 0.921875
2017-03-02T18:21:00.168742: step 37479, loss 0.139168, acc 0.96875
2017-03-02T18:21:00.244008: step 37480, loss 0.127919, acc 0.96875
2017-03-02T18:21:00.313349: step 37481, loss 0.239337, acc 0.875
2017-03-02T18:21:00.384202: step 37482, loss 0.169451, acc 0.921875
2017-03-02T18:21:00.447873: step 37483, loss 0.0679663, acc 0.984375
2017-03-02T18:21:00.520383: step 37484, loss 0.175351, acc 0.96875
2017-03-02T18:21:00.593205: step 37485, loss 0.111912, acc 0.96875
2017-03-02T18:21:00.668446: step 37486, loss 0.108891, acc 0.9375
2017-03-02T18:21:00.745482: step 37487, loss 0.102575, acc 0.96875
2017-03-02T18:21:00.823718: step 37488, loss 0.087892, acc 0.96875
2017-03-02T18:21:00.900028: step 37489, loss 0.115516, acc 0.953125
2017-03-02T18:21:00.976797: step 37490, loss 0.110184, acc 0.921875
2017-03-02T18:21:01.054587: step 37491, loss 0.108828, acc 0.953125
2017-03-02T18:21:01.131310: step 37492, loss 0.147188, acc 0.921875
2017-03-02T18:21:01.202585: step 37493, loss 0.21276, acc 0.890625
2017-03-02T18:21:01.272886: step 37494, loss 0.122087, acc 0.953125
2017-03-02T18:21:01.347255: step 37495, loss 0.131144, acc 0.953125
2017-03-02T18:21:01.419690: step 37496, loss 0.0868493, acc 0.953125
2017-03-02T18:21:01.488979: step 37497, loss 0.0552176, acc 0.96875
2017-03-02T18:21:01.562342: step 37498, loss 0.107595, acc 0.96875
2017-03-02T18:21:01.641676: step 37499, loss 0.138329, acc 0.953125
2017-03-02T18:21:01.723414: step 37500, loss 0.151494, acc 0.921875

Evaluation:
2017-03-02T18:21:01.760660: step 37500, loss 5.52901, acc 0.635905

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630/checkpoints/model-37500

2017-03-02T18:21:02.216891: step 37501, loss 0.128861, acc 0.921875
2017-03-02T18:21:02.285592: step 37502, loss 0.0875733, acc 0.96875
2017-03-02T18:21:02.355769: step 37503, loss 0.104484, acc 0.953125
2017-03-02T18:21:02.426736: step 37504, loss 0.156364, acc 0.921875
2017-03-02T18:21:02.515224: step 37505, loss 0.150836, acc 0.9375
2017-03-02T18:21:02.592741: step 37506, loss 0.166889, acc 0.9375
2017-03-02T18:21:02.667765: step 37507, loss 0.179965, acc 0.921875
2017-03-02T18:21:02.743866: step 37508, loss 0.0744036, acc 0.953125
2017-03-02T18:21:02.812212: step 37509, loss 0.188231, acc 0.90625
2017-03-02T18:21:02.886139: step 37510, loss 0.0368094, acc 0.984375
2017-03-02T18:21:02.956086: step 37511, loss 0.0842012, acc 0.953125
2017-03-02T18:21:03.025097: step 37512, loss 0.340954, acc 0.890625
2017-03-02T18:21:03.098827: step 37513, loss 0.138103, acc 0.9375
2017-03-02T18:21:03.171693: step 37514, loss 0.0896023, acc 0.96875
2017-03-02T18:21:03.242130: step 37515, loss 0.162452, acc 0.921875
2017-03-02T18:21:03.313599: step 37516, loss 0.0181652, acc 1
2017-03-02T18:21:03.385435: step 37517, loss 0.186913, acc 0.890625
2017-03-02T18:21:03.463965: step 37518, loss 0.168117, acc 0.921875
2017-03-02T18:21:03.533317: step 37519, loss 0.0862436, acc 0.953125
2017-03-02T18:21:03.601257: step 37520, loss 0.135704, acc 0.921875
2017-03-02T18:21:03.675602: step 37521, loss 0.196809, acc 0.890625
2017-03-02T18:21:03.751198: step 37522, loss 0.173211, acc 0.890625
2017-03-02T18:21:03.826448: step 37523, loss 0.148811, acc 0.953125
2017-03-02T18:21:03.901809: step 37524, loss 0.136718, acc 0.96875
2017-03-02T18:21:03.974706: step 37525, loss 0.151084, acc 0.9375
2017-03-02T18:21:04.048660: step 37526, loss 0.256649, acc 0.875
2017-03-02T18:21:04.121831: step 37527, loss 0.112693, acc 0.953125
2017-03-02T18:21:04.190664: step 37528, loss 0.130653, acc 0.953125
2017-03-02T18:21:04.255717: step 37529, loss 0.108537, acc 0.953125
2017-03-02T18:21:04.330289: step 37530, loss 0.153929, acc 0.953125
2017-03-02T18:21:04.398615: step 37531, loss 0.0906323, acc 0.953125
2017-03-02T18:21:04.468451: step 37532, loss 0.246809, acc 0.921875
2017-03-02T18:21:04.537563: step 37533, loss 0.115414, acc 0.96875
2017-03-02T18:21:04.616436: step 37534, loss 0.209645, acc 0.875
2017-03-02T18:21:04.687026: step 37535, loss 0.104398, acc 0.953125
2017-03-02T18:21:04.761115: step 37536, loss 0.142991, acc 0.921875
2017-03-02T18:21:04.839579: step 37537, loss 0.127265, acc 0.90625
2017-03-02T18:21:04.914789: step 37538, loss 0.0665854, acc 0.96875
2017-03-02T18:21:04.989052: step 37539, loss 0.18047, acc 0.921875
2017-03-02T18:21:05.081957: step 37540, loss 0.182654, acc 0.90625
2017-03-02T18:21:05.170106: step 37541, loss 0.244014, acc 0.921875
2017-03-02T18:21:05.239335: step 37542, loss 0.141214, acc 0.953125
2017-03-02T18:21:05.311081: step 37543, loss 0.105056, acc 0.96875
2017-03-02T18:21:05.379517: step 37544, loss 0.142948, acc 0.953125
2017-03-02T18:21:05.458467: step 37545, loss 0.183334, acc 0.921875
2017-03-02T18:21:05.542364: step 37546, loss 0.063552, acc 0.96875
2017-03-02T18:21:05.617755: step 37547, loss 0.115523, acc 0.9375
2017-03-02T18:21:05.681858: step 37548, loss 0.246689, acc 0.84375
2017-03-02T18:21:05.754545: step 37549, loss 0.124738, acc 0.9375
2017-03-02T18:21:05.824336: step 37550, loss 0.117323, acc 0.9375
2017-03-02T18:21:05.903377: step 37551, loss 0.157126, acc 0.921875
2017-03-02T18:21:05.980359: step 37552, loss 0.157572, acc 0.9375
2017-03-02T18:21:06.057759: step 37553, loss 0.119283, acc 0.96875
2017-03-02T18:21:06.131120: step 37554, loss 0.219681, acc 0.890625
2017-03-02T18:21:06.207300: step 37555, loss 0.147674, acc 0.9375
2017-03-02T18:21:06.288735: step 37556, loss 0.171206, acc 0.921875
2017-03-02T18:21:06.373207: step 37557, loss 0.173954, acc 0.921875
2017-03-02T18:21:06.444130: step 37558, loss 0.197217, acc 0.875
2017-03-02T18:21:06.522921: step 37559, loss 0.127586, acc 0.9375
2017-03-02T18:21:06.593271: step 37560, loss 0.0611469, acc 0.984375
2017-03-02T18:21:06.665869: step 37561, loss 0.155179, acc 0.9375
2017-03-02T18:21:06.734531: step 37562, loss 0.20314, acc 0.921875
2017-03-02T18:21:06.808360: step 37563, loss 0.127236, acc 0.921875
2017-03-02T18:21:06.879054: step 37564, loss 0.124543, acc 0.96875
2017-03-02T18:21:06.967811: step 37565, loss 0.0857278, acc 0.984375
2017-03-02T18:21:07.037233: step 37566, loss 0.201328, acc 0.90625
2017-03-02T18:21:07.098005: step 37567, loss 0.145794, acc 0.921875
2017-03-02T18:21:07.171183: step 37568, loss 0.101516, acc 0.921875
2017-03-02T18:21:07.239204: step 37569, loss 0.135759, acc 0.953125
2017-03-02T18:21:07.308999: step 37570, loss 0.0835151, acc 0.96875
2017-03-02T18:21:07.387682: step 37571, loss 0.169044, acc 0.921875
